Year,Constituency_No,Position,Candidate,Party,Votes,Constituency_Name,Constituency_Type,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin_Percentage
1980,75,1,ASHOK BHATT,BJP,20244,KHADIA,GEN,42.72,55.96,no,15.84
1980,76,1,ABDUL RAHIM TAJUJI (LALBHAI KUNDIWALA),INC(I),28799,JAMALPUR,GEN,42.38,72.28,no,50.45
1980,77,1,RAMLAL RUPLAL,INC(I),33894,MANINAGAR,GEN,41.73,58.88,no,19.35
1980,78,1,RAMCHAND TAHALRAM,INC(I),25216,NARODA,GEN,40.42,52.54,no,26.55
1980,79,1,KASAMBHAI BAPU LIMBADIA,INC(I),29825,GANDHINAGAR,GEN,53.19,53.59,no,30.91
1980,80,1,THAKORE SHANKERJI KALAJI,INC(I),26736,KALOL,GEN,53.61,52.31,no,10.89
1980,81,1,KARSANJI MAGANJI THAKOR,INC(I),24050,KADI,GEN,52.82,53.22,no,21
1980,82,1,PARMAR HARIBHAI KHUSHALBHAI,INC(I),12605,JOTANA,SC,38.46,38.21,no,3.44
1980,83,1,ZALA BHAVSINGHJI DANSINHJI,INC(I),30482,MEHSANA,GEN,59.52,53.2,no,9.22
1980,84,1,CHAVADA ISVARSING SHIVAJI,INC(I),19775,MANSA,GEN,55.88,36.22,no,3.66
1980,85,1,PATEL AMRITLAL KALIDAS,BJP,28122,VIJAPUR,GEN,57.75,49.03,no,21.3
1980,86,1,PATEL GANGARAMBHAI BHAICHANDDAS,BJP,27876,VISNAGAR,GEN,55.94,47.23,no,15.86
1980,87,1,DESAI MOHANBHAI NATHUBHAI,JNP(JP),37537,KHERALU,GEN,72.1,57.91,no,17.88
1980,88,1,PATEL KANJIBHAI LALLUDAS,JNP(JP),36389,UNJHA,GEN,64.2,58.06,no,26.34
1980,89,1,BATI SHARIFBHAI VALIBHAI,INC(I),20448,SIDHPUR,GEN,60.92,37.99,no,9.68
1980,90,1,THAKOR KESHAJI SHANKERJI,JNP(JP),22263,VAGDOD,GEN,53.92,45.13,no,1.67
1980,91,1,PATEL DAHYABHAI PITAMBARDAS,JNP(JP),21628,PATAN,GEN,53.33,45.3,no,19.1
1980,92,1,PATEL ARVINDBHAI TRIBHOVANDAS,BJP,31671,CHANASMA,GEN,71.39,51.24,no,5.08
1980,93,1,THAKOR VIRAJI NAVAJI,BJP,22911,SAMI,GEN,65.05,38.27,no,6.79
1980,94,1,ZULA KHODIDAN BHIMJI,INC(I),30267,RADHANPUR,GEN,55.85,59.13,no,20.13
1980,95,1,PARMER HEMABHAI DERGHABHAI,INC(I),27474,VAV,GEN,60.73,47.2,no,7.98
1980,96,1,TARAK KALUBHAI VIRABHAI,INC(I),18892,DEODAR,GEN,49.25,48.21,no,30.04
1980,97,1,DHANDHARA SHANTILAL CHHOTALAL,INC(I),24792,KANKREJ,GEN,54.22,57.46,no,21.23
1980,98,1,DESAI MOHANBHAI VISABHAI,JNP(JP),19493,DEESA,GEN,50.26,49,no,2.85
1980,99,1,PATEL JOITABHAI KASNABHAI,JNP(JP),24067,DHANERA,GEN,53.01,54.44,no,13.17
1980,100,1,PATEL AMARATLAL KALIDAS,INC(I),22551,PALANPUR,GEN,41.14,59.85,no,28.81
1980,101,1,PARMAR DOLATBHAI CHELARAM,INC(I),19892,VADGAM,SC,40.35,53.07,no,31.75
1980,102,1,HARISINH CHAVDA,JNP(JP),22703,DANTA,GEN,46.49,50.16,no,0.32
1980,103,1,DAMOR JAGDISHCHANDRAJI DOLJIBHAI,INC(I),16505,KHEDBRAHMA,ST,35.31,55.63,no,23.49
1980,104,1,L. D. PARMAR,INC(I),18868,IDAR,SC,46.32,45.56,no,4.09
1980,105,1,TRIVEDI MANUBHAI AMBASHANKER,INC(I),21703,BHILODA,GEN,47.38,49.12,no,27.08
1980,106,1,PATEL NATHBHAI DEVJIBHAI,BJP,21636,HIMATNAGAR,GEN,52.71,43.98,no,12.88
1980,107,1,PATEL MAGANBHAI MANIBHAI,JNP(JP),25082,PRANTIJ,GEN,52.23,54.74,no,14.33
1980,108,1,AMBALAL UPADHYAY,IND,21998,MODASA,GEN,57.25,42.49,no,10.71
1980,109,1,RAMSINGH RUPSINGH SOLANKI,INC(I),19852,BAYAD,GEN,50.36,48.55,no,0.53
1980,110,1,PANDYA GUNVANTLAL MANILAL,INC(I),22145,MEGHRAJ,GEN,43.16,54.88,no,11.87
1980,111,1,DAMOR JIVABHAI MOTIBHAI,INC(I),8208,SANTRAMPUR,GEN,27.95,33.92,no,8.11
1980,112,1,MUNIA VIRJIBHAI LIMBABHAI,INC(I),10238,JHALOD,ST,21.48,54.19,no,36.75
1980,113,1,DAMOR MALSINH FATABHAI,INC(I),12466,LIMDI,ST,24.69,60.6,no,37.51
1980,114,1,PATEL LALITKUMAR BHAGVANBHAI,INC(I),16846,DOHAD,ST,30.85,65.52,no,49.89
1980,115,1,PASAYA VIRSINGH BHULABHAI,INC(I),9384,LIMKHEDA,ST,21.38,48.04,no,28.14
1980,116,1,RAMAN PATEL,INC(I),17095,DEVGADH BARIA,GEN,37.97,57.21,no,27.42
1980,117,1,PATEL SHANTILAL PARSOTTAMBHAI,JNP(JP),14677,RAJGADH,GEN,38.03,50.27,no,6.44
1980,118,1,BARIA UDESINH MOHANBHAI,INC(I),14922,HALOL,GEN,39.91,47.31,no,13.54
1980,119,1,CHAUHAN PRABHATSINH PRATAPSINH,INC(I),13196,KALOL,GEN,35.79,44.99,no,14.03
1980,120,1,KHALPA ABDULRAHIM ISMILE,INC(I),23356,GODHRA,GEN,33.96,71.58,no,51.96
1980,121,1,PARMAR PARWATSINH GHAMIRSINH,INC(I),8533,SHEHRA,GEN,24.32,38.65,no,10.27
1980,122,1,SOLANKI DHIRENDRASINHJI VIRBHADRASINHJI,INC(I),22039,LUNAVADA,GEN,53.24,47.26,no,1.73
1980,123,1,GONDIA BADIABHAI MULJIBHAI,INC(I),11727,RANDHIKPUR,ST,22.59,65.92,no,54.4
1980,124,1,SOLANKI CHHATRASINGH AMARINHJI,INC(I),14966,BALASINOR,GEN,49.15,39.82,no,18.94
1980,125,1,CHUHAN BUDHAJI JITAJI,INC(I),20325,KAPADVANJ,GEN,44.03,48.33,no,25.41
1980,126,1,MALEK VASINMIA USUFMIA,INC(I),26326,THASRA,GEN,48.58,56.55,no,16.43
1980,127,1,KHAMBHOLJA HARIHARBHAI UMIYASHANKER,INC(I),28524,UMRETH,GEN,53.27,59.09,no,22.89
1980,128,1,ZALA MAGANBHAI GOKADBHAI,INC(I),28038,KATHLAL,GEN,47.12,62.93,no,31.07
1980,129,1,BANSILAL BAPALAL PANDYA,INC(I),26296,MEHMEDABAD,GEN,52.16,52.18,no,20.84
1980,130,1,SODHA BALVANTSINH SUDHANSINH,INC(I),26288,MAHUDHA,GEN,41.07,65.57,no,33.67
1980,131,1,PATEL DINSHAH JHAVERBHAI,JNP(JP),27092,NADIAD,GEN,55.01,49.73,no,6.5
1980,132,1,AMARSINHJI BHUPATSINHJI VAGHELA,INC(I),35029,CHAKALASI,GEN,47.59,76.58,no,53.16
1980,133,1,SOLANKI RANCHHODBHAI SHANABHAI,INC(I),26295,ANAND,GEN,39.3,69.57,no,43.41
1980,134,1,GOVINDBHAI J. PATEL,INC(I),27883,SARSA,GEN,41.27,75.4,no,53.87
1980,135,1,CHAUHAN GOVINDBHAI SHANKARBHAI,INC(I),27572,PETLAD,GEN,60.25,50.2,no,3.11
1980,136,1,MAKWANA SHANTABAHEN YOGENDRAKUMAR,INC(I),34443,SOJITRA,SC,56.4,71.74,no,54.16
1980,137,1,PATEL PARSHOTTAMBHAI CHATURBHAI,INC(I),31384,MATAR,GEN,56.41,60.65,no,40.28
1980,138,1,GOHEL UMEDBHAI FATEHSINH,INC(I),35462,BORSAD,GEN,46.49,80.24,no,62.78
1980,139,1,SOLANKI MADHAVSINH FULSINH,INC(I),44453,BHADRAN,GEN,55.35,75.95,no,51.9
1980,140,1,CHUDASMA VIJAYSINHJI LADHUBHA,INC(I),30431,CAMBAY,GEN,55.5,56.71,no,13.41
1980,141,1,RATHAVA KARASANBHAI BODABHAI,INC(I),14521,CHHOTA UDAIPUR,ST,40.88,42.01,no,15.14
1980,142,1,RATHWA MOHANSINH CHHOTUBHAI,JNP(JP),23136,JETPUR,GEN,49.07,55.88,no,21.17
1980,143,1,BHIL MEGHABHAI JAGABHAI,INC(I),18841,NASVADI,ST,44.31,48.33,no,10.6
1980,144,1,TADVI BHAIJIBHAI BHANABHAI,INC(I),23503,SANKHEDA,ST,48.29,61.97,no,26.42
1980,145,1,UMAKANT RATANLAL JOSHI,JNP(JP),22041,DABHOI,GEN,60.54,42.77,no,2.64
1980,146,1,PAMAR PRABHATSING JARSINH,INC(I),29686,SAVLI,GEN,45.25,64.8,no,44.36
1980,147,1,RANJITSINH P. GAEKWAD,INC(I),27385,BARODA CITY,GEN,47.6,50.55,no,6.74
1980,148,1,SHIRISH PUROHIT,INC(I),33388,SAYAJIGANJ,GEN,44.68,59.54,no,34.2
1980,149,1,PATEL C. N.,INC(I),20065,RAOPURA,GEN,37.62,48.69,no,13.02
1980,150,1,MEHTA SANATKUMAR MANGANLAL,INC(I),28189,VAGHODIA,GEN,51.19,70.58,no,45.76
1980,151,1,CHAUHAN MAHENDRASINH TAKHATSINH,INC(I),25637,BARODA RURAL,GEN,48.51,50.39,no,26.83
1980,152,1,JITUBHAI SOMABHAI PARMAR,INC(I),30123,PADRA,GEN,57.2,50.57,no,12.69
1980,153,1,NAGAR HARGOVINDDAS KHUSHALDAS,INC(I),33347,KARJAN,SC,51.7,63.89,no,40.34
1980,154,1,SOLANKI MAGANBHAI BHUKHANBHAI,INC(I),39599,JAMBUSAR,GEN,56.23,75.01,no,52.61
1980,155,1,MAKWANA PRABHATSINH BAVABHAI,INC(I),31440,VAGRA,GEN,49.96,70.39,no,40.77
1980,156,1,PATEL MOHMEDBHAI HAFEZI ISMAIL,INC(I),31869,BROACH,GEN,52.01,60.27,no,27.16
1980,157,1,PATEL NATHUBHAI NAROTAMBHAI,INC(I),26142,ANKLESHWAR,GEN,53.59,57.22,no,22.51
1980,158,1,VASAVA RAVADAS LIMJIBHAI,INC(I),21732,JHAGADIA,ST,34.95,73.18,no,46.35
1980,159,1,VASAVA RAMJIBHAI HIRABHAI,INC(I),18475,DEDIAPADA,ST,32.29,65.9,no,46.38
1980,160,1,VASAVA PREMSINGBHAI DEVJIBHAI,INC(I),24814,RAJPIPLA,ST,48.46,58.61,no,18.21
1980,161,1,VASAVA GOVINDBHAI BARAKIABHAI,INC(I),26370,NIJHAR,ST,42.22,69.48,no,59.68
1980,162,1,VASAVA MANSUKHLAL JANIABHAI,INC(I),16858,MANGROL,ST,37.75,53.39,no,23.83
1980,163,1,GAMIT VASANJIBHAI GANJIBHAI,INC(I),16108,SONGADH,ST,34.81,58.64,no,25.14
1980,164,1,AMARSINH BHILABHAI CHAUDHARY,INC(I),27215,VYARA,ST,43.62,74.15,no,52.37
1980,165,1,DHODIA DHANJIBHAI KARSANBHAI,INC(I),25599,MAHUVA,ST,44.46,63.86,no,36.75
1980,166,1,HALPATI JITUBHAI CHHITUBHAI,INC(I),24784,BARDOLI,ST,46.15,57.27,no,31.64
1980,167,1,RATHOD NARANBHAI VANMALIBHAI,INC(I),27652,KAMREJ,ST,52.09,63.07,no,42.38
1980,168,1,PATEL BALUBHAI DEVABHAI,INC(I),34273,OLPAD,GEN,52.84,63.07,no,41.81
1980,169,1,PACHCHIGAR KUSHNAVADAN DHANSUKHLAL,INC(I),26329,SURAT CITY NORTH,GEN,41.93,51.81,no,27.18
1980,170,1,CHOHAN JASHAWANTSINH DANSINH,INC(I),19082,SURAT CITY EAST,GEN,42.81,48.05,no,1.45
1980,171,1,MAHAMEDBHAI SURTI,INC(I),22937,SURAT CITY WEST,GEN,44.52,48.74,no,7.68
1980,172,1,PATEL USHABEN BABUBHAI,INC(I),34761,CHORASI,GEN,33.14,68.29,no,44.68
1980,173,1,PATEL VASANTBHAI PARBHUBHAI,INC(I),25975,JALALPORE,GEN,41.94,66.43,no,44.46
1980,174,1,TALAVIA MOHANBHAI RANCHHODBHAI,INC(I),26007,NAVSARI,ST,39.77,62.45,no,37.45
1980,175,1,DESAI DINKER BHIKHUBHAI,INC(I),23588,GANDEVI,GEN,49.38,48.62,no,15.26
1980,176,1,PATEL KANJIBHAI MAGANBHAI,BJP,21503,CHIKHLI,ST,48.82,46.54,no,10.33
1980,177,1,PATEL GOVINDBHAI MAHUJIBHAI,INC(I),14763,DANGS-BANSDA,ST,36.6,47.47,no,20.88
1980,178,1,DESAI DOLATBHAI NATHUBHAI,INC(I),18810,BULSAR,GEN,42.77,43.13,no,12.31
1980,179,1,PATEL SHANKARBHAI RAVJIBHAI,INC(I),17591,DHARAMPUR,ST,41.2,49.93,no,20.43
1980,180,1,PATEL BARJULBHAI NAVLABHAI,INC(I),19210,MOTA PONDHA,ST,35.92,59.29,no,38.84
1980,181,1,PATEL RAMANBHAI DEVABHAI,INC(I),22538,PARDI,ST,36.66,67.22,no,34.44
1980,182,1,PATEL CHHOTUBHAI VESTABHAI,INC(I),18191,UMBERGAON,ST,29.71,65.03,no,46.45
1985,1,1,KANUBHA MADHUBHA JADEJA,INC,21435,ABDASA,GEN,64.16,38.31,no,6.86
1985,2,1,SURESH CHANDRA RUPSHANKER MEHTA,BJP,24349,MANDVI,GEN,55.39,49.94,no,3.3
1985,3,1,KUMUDINI GAJENDRA PANCHOLI,INC,21113,BHUJ,GEN,40.32,51.99,no,8.27
1985,4,1,VAIJI PUNAMCHAND,INC,17545,MUNDRA,SC,32.01,68.49,no,43.67
1985,5,1,NAVINBHAI SHASTRI,INC,32189,ANJAR,GEN,42.49,67.31,no,37.81
1985,6,1,PATEL HARILAL NANJI,INC,35048,RAPAR,GEN,62.5,55.86,no,13.91
1985,7,1,CHANDRABEN SURESHBHAI SHRIMALI,INC,23123,DASADA,SC,41.86,60.08,no,28.82
1985,8,1,DAVE NANDKISHOREBHAI TRAMBAKLAL,INC,36097,WADHWAN,GEN,52.94,63.52,no,31.93
1985,9,1,JANAKSINGH KHENGARJI RANA,INC,26084,LIMBDI,GEN,48.54,51.5,no,5.94
1985,10,1,KARAMSHIBHAI KANJIBHAI MAKWANA,IND,28934,CHOTILA,GEN,56.7,57.69,no,20.16
1985,11,1,JIVUBHABHAI GHELUBHABHAI ZALA,INC,19695,HALVAD,GEN,50.39,46.23,no,19.64
1985,12,1,SANGHVI ARVIND SAKERCHAND,INC,20561,DHRANGADHRA,GEN,45.53,49.85,no,10.96
1985,13,1,AGHARA AMARATLAL GANESHBHAI,BJP,24628,MORVI,GEN,52.98,43.8,no,12.86
1985,14,1,PATEL VALLABHBHAI POPATBHAI,INC,57888,TANKARA,GEN,61.13,89.8,no,79.6
1985,15,1,JINJARIA POPAT SAVSI,IND,32979,WANKANER,GEN,64.72,53.51,no,9.51
1985,16,1,DABHI MAMAIYABHAI HARIBHAI,INC,24736,JASDAN,GEN,49.73,51.67,no,20.89
1985,17,1,SUSHEELABENK SHETH,INC,28391,RAJKOT-I,GEN,36.91,60.11,no,21.85
1985,18,1,VALA VAJUBHAI RUDABHAI,BJP,21707,RAJKOT-II,GEN,37.96,54.57,no,11.48
1985,19,1,CHANDRAKANT BHANUBHAI WAGHELA,INC,18460,RAJKOT RURAL,SC,28.58,64.99,no,34.13
1985,20,1,SORATHIYA POPATBHAI LAKHABHAI,INC,28148,GONDAL,GEN,43.39,64.53,no,33.37
1985,21,1,PATEL DILIPBHAI RAMANBHAI,INC,31431,JETPUR,GEN,45.59,64.35,no,30.72
1985,22,1,SOJITRA CHHAGANBHAI SHAMBHUBHAI,INC,26291,DHORAJI,GEN,46.01,56.38,no,14.74
1985,23,1,KALARIYA JAYANTILAL BHAGVANJI,INC,27260,UPLETA,GEN,48.82,53.91,no,9.16
1985,24,1,BHIMANI DAYABHAI DEVSIBHAI,INC,22450,JODIYA,GEN,50.14,48.97,no,0.56
1985,25,1,VASANTBHAI SANGHVI,BJP,28834,JAMNAGAR,GEN,49.02,61.87,no,25.17
1985,26,1,HIRANI BHIMJI NARAN,INC,14906,JAMNAGAR RURAL,SC,19.77,67.75,no,46.06
1985,27,1,PATEL KESHUBHAI SAVDASBHAI,BJP,24196,KALAWAD,GEN,47.38,53.37,no,9.91
1985,28,1,KALARIA RAMESHBHAI VITHABHAI,INC,25303,JAMJODHPUR,GEN,43.33,66.25,no,32.5
1985,29,1,GORIYA MARKHIBHAI JETHABHAI,BJP,12457,BHANVAD,GEN,48.08,34.64,no,0.91
1985,30,1,MADAM HEMATBHAI RAMBHAI,IND,24385,KHAMBHALIA,GEN,53.23,52.04,no,6.66
1985,31,1,PABARI JAMNADAS GOKALDAS,IND,24601,DWARKA,GEN,47.49,53.5,no,12.73
1985,32,1,AGATH LAXMANBHAI BHIMBHAI,INC,25329,PORBANDAR,GEN,29.15,81.94,no,73.44
1985,33,1,MAHANT VIJAYDASJI VIRDASJI,INC,52214,KUTIYANA,GEN,56.42,94.4,no,92.21
1985,34,1,CHUDASAMA CHANDRIKABEN KANJIBHAI,INC,24955,MANGROL,GEN,34.43,73.57,no,54.15
1985,35,1,PATEL JASHUMATI ARJUNBHAI,INC,24257,MANAVADAR,GEN,49.61,52.07,no,10.01
1985,36,1,DHAVADA PARBAT BHOJA,INC,20500,KESHOD,SC,36.1,59.51,no,21.35
1985,37,1,ZALA ARSIBHAI PUNJA,JNP,29500,TALALA,GEN,57.61,52.9,no,8.42
1985,38,1,BALOCH M. F.,INC,27358,SOMNATH,GEN,48.68,50.55,no,5.06
1985,39,1,UKABHAI SIDHIBAI ZALA,INC,37843,UNA,GEN,43.46,80.77,no,65.56
1985,40,1,RAMANI POPATLAL RAMAJIBHAI,INC,25730,VISAVADAR,GEN,47.72,58.09,no,21.96
1985,41,1,KAMBALIYA BHARATKUMAR NARANBHAI,INC,30555,MALIYA,GEN,51.61,57.44,no,24.64
1985,42,1,PATEL GODHANBHAI GOKAL BHAI,INC,29163,JUNAGADH,GEN,42.23,64.62,no,31.64
1985,43,1,KHOKHARIYA VALJIBHAI NANJIBHAI,INC,25004,BABRA,GEN,49.84,55.68,no,20.34
1985,44,1,KHODIDAS THAKKAR,INC,30953,LATHI,GEN,56.08,65.8,no,34.1
1985,45,1,DILLIPBHAI NANUBHAI SANGHANI,BJP,37854,AMRELI,GEN,60.77,65.8,no,35.21
1985,46,1,MANUBHAI KOTADIA,JNP,31882,DHARI,GEN,66.89,49.17,no,3.24
1985,47,1,KAMALIA ARSHIBHAI KANABHAI,INC,24112,KODINAR,GEN,58.89,44.07,no,6.12
1985,48,1,NAKUM KHODABHAI RAJABHAI,INC,17616,RAJULA,GEN,43.63,40.24,no,10.54
1985,49,1,KHACHAR HATHIBHAI CHHELBHAI,INC,28386,BOTAD,GEN,51.7,53.13,no,21.81
1985,50,1,KANTIBHAI VALJIBHAI GOHIL,INC,35503,GADHADA,SC,46.67,72.75,no,57.56
1985,51,1,SAMA MAJIDBHAI DADABHAI,INC,21345,PALITANA,GEN,54.46,39.93,no,18.75
1985,52,1,AMARSHIBHAI PATEL,INC,24150,SIHOR,GEN,55.82,43.67,no,1.96
1985,53,1,PATEL DHIRUBHAI THAKARSHIBHAI (DHIRUBHAI DUDHWALA),INC,26815,KUNDLA,GEN,52.24,49.27,no,7.09
1985,54,1,VAJUBHAI JANI,INC,24558,MAHUVA,GEN,51.1,50.03,no,2.42
1985,55,1,VAJA BHADRASINH JAMSINH,INC,22454,TALAJA,GEN,46.71,48.17,no,8.02
1985,56,1,GOHIL DILIPSING AJITSINH,INC,25511,GHOGHO,GEN,49.04,52.65,no,27.44
1985,57,1,OZA DIGANTBHAI DILIPKUMAR,INC,20954,BHAVNAGAR NORTH,GEN,37.83,50.9,no,23.91
1985,58,1,JAMOD SHASHIBHAI MAVJIBHAI,INC,19825,BHAVNAGAR SOUTH,GEN,38.75,46.24,no,11.12
1985,59,1,SHAH NATWARLAL CHANDULAL,INC,25199,DHANDHUKA,GEN,43.94,58.68,no,35.05
1985,60,1,PARSOTAMBHAI RAVJIBHAI MAKWANA,INC,35183,DHOLKA,GEN,55.67,62.91,no,28.47
1985,61,1,MOTILAL MAVJIBHAI CHAVDA,INC,27745,BAVLA,SC,51.85,49.42,no,0.23
1985,62,1,GHANSHYAM THAKKAR,INC,25365,MANDAL,GEN,55.77,52.12,no,23.69
1985,63,1,KOLI PATEL SOMABABHAI GANDABHAI,BJP,26443,VIRAMGAM,GEN,60.06,44.76,no,4.14
1985,64,1,NALIN K. PATEL,INC,59588,SARKHEJ,GEN,44.18,54.93,no,32.73
1985,65,1,SODHA FATEHSINH,INC,38458,DASKROI,GEN,53.38,54.62,no,36.32
1985,66,1,GABHAJI MANGAJI THAKOR,BJP,37255,DEHGAM,GEN,64.84,53.5,no,19.07
1985,67,1,BHARAT GADHAVI,INC,33962,SABARMATI,GEN,44.53,46.8,no,1.84
1985,68,1,BABUBHAI VASANWALA,JNP,35667,ELLIS BRIDGE,GEN,49.94,52.8,no,7.09
1985,69,1,RAJPUT SURENDRAKUMAR NETRAPAL SINH (SURENDRA RAJPUT),INC,31122,DARIAPUR-KAZIPUR,GEN,45.02,71.5,no,53.2
1985,70,1,SHAH JITENDRAKUMAR CHINUBHAI (JITUSHAH),INC,23034,SHAHPUR,GEN,47.5,59.42,no,33.2
1985,71,1,TAMIZBEN KOREISHI,INC,16683,KALUPUR,GEN,42.25,52.57,no,22.62
1985,72,1,PATANI LAXMANBHAI KALIDAS,INC,31798,ASARWA,GEN,50.76,42.07,no,2.78
1985,73,1,HASMUKH PATEL,INC,33990,RAKHIAL,GEN,48.26,59.89,no,39.68
1985,74,1,MANUBHAI PARMAR,INC,27376,SHAHER KOTDA,SC,40.84,69.55,no,46.56
1985,75,1,ASHOK BHATT,BJP,27133,KHADIA,GEN,50.9,62.39,no,25.75
1985,76,1,ABDUL RAHIM TAJUJI KUNDIWALA,INC,28848,JAMALPUR,GEN,41.03,69.75,no,54.82
1985,77,1,RAMLAL RUPLAL,INC,36580,MANINAGAR,GEN,45.04,46.4,no,21.23
1985,78,1,GEETABEN DAXINI,INC,37150,NARODA,GEN,37.28,62.64,no,30.22
1985,79,1,KASAM BAPU,INC,35642,GANDHINAGAR,GEN,63.41,44.16,no,15
1985,80,1,THAKOR SHANKERJI KALAJI,INC,32733,KALOL,GEN,51.88,54.12,no,14.88
1985,81,1,THAKOR KARSANJI MANGANJI,INC,32286,KADI,GEN,63.85,48.15,no,9.16
1985,82,1,JADAV MANSIGBHAI VIRABHAI,INC,22446,JOTANA,SC,44.8,48.69,no,9.35
1985,83,1,PATEL MANILAL VIRCHANDDAS,INC,32536,MEHSANA,GEN,46.35,62.38,no,36.44
1985,84,1,SHUKLA HARIPRASAD VITHALRAM,INC,35583,MANSA,GEN,62.34,49.64,no,0.77
1985,85,1,RAVAL NARESHKUMAR GANGARAM,INC,40249,VIJAPUR,GEN,69.32,49.8,no,0.4
1985,86,1,BHOLABHAI CHATURBHAI PATEL,IND,30657,VISNAGAR,GEN,63.35,38.78,no,4.52
1985,87,1,THAKOR SHANKERJI OKHAJI,IND,27284,KHERALU,GEN,69.47,36.78,no,1.59
1985,88,1,CHIMANBHAI JIVABHAI PATEL,JNP,54236,UNJHA,GEN,72.38,66.06,no,32.68
1985,89,1,RAVAL NARENDRA MOHANLAL,INC,23018,SIDHPUR,GEN,70.16,32.68,no,2.39
1985,90,1,KESHAJI SHANKARJI THAKOR,INC,26409,VAGDOD,GEN,57.23,43.69,no,11.42
1985,91,1,KANTILAL NANALAL PATEL,INC,33013,PATAN,GEN,59.22,53.38,no,9.58
1985,92,1,DARBAR UDAISINHBHAI JALIMSINH,INC,42128,CHANASMA,GEN,75.84,55.55,no,13.32
1985,93,1,THAKOR VIRAJI NAVAJI,BJP,33315,SAMI,GEN,60.67,51.3,no,5.39
1985,94,1,KHODIDAN BHIMJIBHAI ZULA,INC,50574,RADHANPUR,GEN,55.37,85.31,no,73.86
1985,95,1,PATEL PARBATBHAI SAVABHAI,INC,46208,VAV,GEN,63.08,65.04,no,32.15
1985,96,1,VAGHELA MANSINHJI PRATAPSINHJI,INC,32522,DEODAR,GEN,65.8,52.19,no,9.17
1985,97,1,SHAH JAYANTILAL VIRCHAND,JNP,27378,KANKREJ,GEN,69.09,43.12,no,7.1
1985,98,1,VAGHELA LILADHARBHAI KHODAJI,IND,25454,DEESA,GEN,55.46,48.51,no,3.13
1985,99,1,PATEL JOITABHAI KASHNABHAI,INC,31166,DHANERA,GEN,57.78,55.18,no,25.13
1985,100,1,MEHTA SURESHBHAI SARABHAI,INC,25566,PALANPUR,GEN,50.8,47.41,no,31.06
1985,101,1,PARMAR DOLATBHAI CHELARAM,INC,33025,VADGAM,SC,49.13,64.15,no,31.14
1985,102,1,BALDEVSINH D. VEGHELA,INC,26438,DANTA,GEN,40.39,57.16,no,16.58
1985,103,1,KATARA KALJIBHAI RATNAJI,INC,14040,KHEDBRAHMA,ST,35.36,40.67,no,20.46
1985,104,1,KARSANDAS SONERI,JNP,25667,IDAR,SC,49.96,49.78,no,5.33
1985,105,1,UPENDRA TRIVEDI,INC,33663,BHILODA,GEN,56.29,56.49,no,34.13
1985,106,1,PATEL LAKHABHAI BACHECHARDAS,INC,24801,HIMATNAGAR,GEN,52.39,43.52,no,12.61
1985,107,1,PATEL GOVINDBHAI PRABHUDAS,INC,24315,PRANTIJ,GEN,56.04,44.53,no,0.49
1985,108,1,CHANDUSINH THAKOR,INC,26363,MODASA,GEN,47.92,54.39,no,19.92
1985,109,1,SOLANKI RAMSINJI RUPSINHJI,IND,18223,BAYAD,GEN,60.28,32.92,no,10.2
1985,110,1,ZALA NARENDRASINH MANSINH,INC,21176,MEGHRAJ,GEN,43.73,44.31,no,9.44
1985,111,1,PANDYA PROBHKANT DAMODARDAS,JNP,21973,SANTRAMPUR,GEN,37.1,60.99,no,28.84
1985,112,1,MUNIA VIRJIBHAI LIMBABHAI,INC,17310,JHALOD,ST,23.28,72.33,no,56.26
1985,113,1,DAMOR MALSING FATA,INC,12679,LIMDI,ST,19.32,68.42,no,55.33
1985,114,1,PATEL LALITKUMAR BHAGWANDAS,INC,22634,DOHAD,ST,29.74,82.53,no,70.48
1985,115,1,PASAYA VIRSINGHBHAI BHULABHAI,INC,11159,LIMKHEDA,ST,17.79,60.31,no,36.4
1985,116,1,RAMAN PATEL,INC,22256,DEVGADH BARIA,GEN,34.07,73.95,no,50.56
1985,117,1,PATEL SHANTILAL PARSHOTAMBHAI,JNP,26167,RAJGADH,GEN,53.12,56.84,no,13.67
1985,118,1,BARIA UDESINH MOHANBHAI,INC,25121,HALOL,GEN,46.69,58.61,no,36.09
1985,119,1,CHAUHAN PRABHATSINH PRATAPSINH,INC,29058,KALOL,GEN,43.6,71.34,no,45.94
1985,120,1,KHALPA ABDULRAHIM ISMAIL,INC,25191,GODHRA,GEN,35.27,65.32,no,47.41
1985,121,1,PARMAR JASHBANTSINH MANSUKH,INC,17126,SHEHRA,GEN,37.02,45.52,no,4.15
1985,122,1,UPADHY HARGOVI DEVSHANKAR,JNP,24165,LUNAVADA,GEN,51.85,47,no,0.2
1985,123,1,GONDIA BADLABHAI MULJIBHAI,INC,7235,RANDHIKPUR,ST,19.41,42.37,no,14.24
1985,124,1,BABI NURJAHAN BKHAT MOHAMADIBRAHIMKHAN,INC,20125,BALASINOR,GEN,44.5,51.8,no,20.49
1985,125,1,CHAUHAN BUDHAJI JITAJI,INC,37454,KAPADVANJ,GEN,46.5,75.61,no,54.65
1985,126,1,PARMAR CHAMPABEN RAMSINH,JNP,28814,THASRA,GEN,53.38,48.28,no,2.29
